2016-05-28 01:00		2016-05-27 23:00	2016-05-28 03:00		0.231						1.392					--			5.0
2016-05-28 06:00		2016-05-28 06:00	2016-05-28 06:00		0.028						1.189					--			1.0
2016-12-03 12:00		2016-12-03 12:00	2016-12-03 12:00		0.001						1.162					--			1.0
2017-04-29 20:00		2017-04-29 17:00	2017-04-30 02:00		0.097						1.258					--			10.0
2017-08-26 06:00		2017-08-26 02:00	2017-08-26 07:00		0.243						1.404					--			6.0
2017-08-26 09:00		2017-08-26 09:00	2017-08-26 09:00		0.024						1.185					--			1.0
2017-08-26 16:00		2017-08-26 12:00	2017-08-27 01:00		0.701						1.862					--			14.0
2017-08-29 10:00		2017-08-27 04:00	2017-08-31 17:00		2.555						3.716					--			110.0
2018-10-10 03:00		2018-10-10 01:00	2018-10-10 04:00		0.093						1.254					--			4.0
2018-10-10 06:00		2018-10-10 06:00	2018-10-10 06:00		0.019						1.180					--			1.0
2018-10-25 03:00		2018-10-25 02:00	2018-10-25 04:00		0.108						1.269					--			3.0
2018-12-08 07:00		2018-12-08 05:00	2018-12-08 10:00		0.225						1.386					--			6.0
2018-12-27 13:00		2018-12-27 12:00	2018-12-27 14:00		0.173						1.334					--			3.0
2019-05-10 04:00		2019-05-10 04:00	2019-05-10 08:00		0.389						1.550					--			5.0
2019-05-21 17:00		2019-05-21 15:00	2019-05-21 21:00		0.126						1.287					--			7.0
2019-06-05 22:00		2019-06-05 18:00	2019-06-05 23:00		0.062						1.223					--			6.0
2019-09-18 04:00		2019-09-18 04:00	2019-09-18 04:00		0.002						1.163					--			1.0
2019-09-19 20:00		2019-09-19 17:00	2019-09-20 21:00		0.436						1.597					--			29.0
2019-09-21 11:00		2019-09-21 09:00	2019-09-21 12:00		0.040						1.201					--			4.0
2019-10-21 13:00		2019-10-21 13:00	2019-10-21 14:00		0.058						1.219					--			2.0
2020-01-23 08:00		2020-01-23 08:00	2020-01-23 09:00		0.043						1.204					--			2.0
2020-05-15 22:00		2020-05-15 22:00	2020-05-15 22:00		0.133						1.294					--			1.0
2020-07-25 02:00		2020-07-25 02:00	2020-07-25 02:00		0.002						1.163					--			1.0
2020-07-25 16:00		2020-07-25 15:00	2020-07-25 19:00		0.145						1.306					--			5.0
2020-08-27 15:00		2020-08-27 14:00	2020-08-27 16:00		0.121						1.282					--			3.0
2020-09-21 13:00		2020-09-21 04:00	2020-09-21 19:00		0.300						1.461					--			16.0
2020-09-22 16:00		2020-09-22 02:00	2020-09-23 01:00		0.764						1.925					--			24.0
2020-09-23 08:00		2020-09-23 05:00	2020-09-23 14:00		0.363						1.524					--			10.0
2021-04-14 17:00		2021-04-14 16:00	2021-04-14 17:00		0.037						1.198					--			2.0
2021-05-22 01:00		2021-05-22 01:00	2021-05-22 02:00		0.048						1.209					--			2.0
2021-05-22 04:00		2021-05-22 04:00	2021-05-22 04:00		0.005						1.166					--			1.0
2021-05-22 10:00		2021-05-22 07:00	2021-05-22 12:00		0.162						1.323					--			6.0
2021-05-24 18:00		2021-05-24 18:00	2021-05-24 18:00		0.009						1.170					--			1.0
2021-09-14 11:00		2021-09-14 07:00	2021-09-14 18:00		1.158						2.319					--			12.0
2021-10-24 14:00		2021-10-24 14:00	2021-10-24 14:00		0.038						1.199					--			1.0
2022-11-26 13:00		2022-11-26 13:00	2022-11-26 14:00		0.130						1.291					--			2.0
2023-10-03 15:00		2023-10-03 13:00	2023-10-03 15:00		0.099						1.260					--			3.0
2023-10-04 09:00		2023-10-04 07:00	2023-10-04 13:00		0.130						1.291					--			7.0
2024-04-27 22:00		2024-04-27 22:00	2024-04-27 23:00		0.040						1.201					--			2.0
2024-06-19 22:00		2024-06-19 10:00	2024-06-20 02:00		0.368						1.529					--			17.0
2024-06-20 14:00		2024-06-20 11:00	2024-06-21 00:00		0.325						1.486					--			14.0
2024-06-21 16:00		2024-06-21 15:00	2024-06-21 16:00		0.030						1.191					--			2.0
2024-07-07 23:00		2024-07-07 23:00	2024-07-07 23:00		0.044						1.205					--			1.0
2024-07-08 15:00		2024-07-08 11:00	2024-07-09 03:00		2.042						3.203					--			17.0
2024-11-04 10:00		2024-11-04 05:00	2024-11-04 13:00		0.137						1.298					--			9.0
2024-11-05 10:00		2024-11-05 05:00	2024-11-05 14:00		0.129						1.290					--			10.0
2024-11-18 14:00		2024-11-18 12:00	2024-11-18 14:00		0.042						1.203					--			3.0
